-3.5776296037, 48.2966205194, 0.0000000000
-3.5776296037, 48.2966205194, 0.0000000000
-3.6039402731, 48.2287260481, 0.0000000000
-3.6039402731, 48.2287260481, 0.0000000000
-3.6650349705, 48.0582568065, 0.0000000000
-3.6650349705, 48.0582568065, 0.0000000000
-3.6850257989, 47.9979965783, 0.0000000000
-3.6850257989, 47.9979965783, 0.0000000000
-3.7036230800, 47.9396475861, 0.0000000000
-3.7036230800, 47.9396475861, 0.0000000000
-3.7209412261, 47.8831405728, 0.0000000000
-3.7209412261, 47.8831405728, 0.0000000000
-3.7715527441, 47.7039538520, 0.0000000000
-3.7715527441, 47.7039538520, 0.0000000000
-3.8285120604, 47.4695020925, 0.0000000000
-3.8285120604, 47.4695020925, 0.0000000000
-3.8376734501, 47.4274839977, 0.0000000000
-3.8376734501, 47.4274839977, 0.0000000000
-3.8462666559, 47.3867283008, 0.0000000000
-3.8462666559, 47.3867283008, 0.0000000000
-3.8543307788, 47.3471918404, 0.0000000000
-3.8543307788, 47.3471918404, 0.0000000000
-3.8891716896, 47.1588324032, 0.0000000000
-3.8891716896, 47.1588324032, 0.0000000000
-3.8946515655, 47.1260184901, 0.0000000000
-3.8946515655, 47.1260184901, 0.0000000000
-3.9322195786, 46.8654206964, 0.0000000000
-3.9322195786, 46.8654206964, 0.0000000000
-3.9535231051, 46.6720425186, 0.0000000000
-3.9535231051, 46.6720425186, 0.0000000000
-3.9553233593, 46.6530532359, 0.0000000000
-3.9553233593, 46.6530532359, 0.0000000000
-3.9708596972, 46.4582157654, 0.0000000000
-3.9708596972, 46.4582157654, 0.0000000000
-3.9824000588, 46.2307847926, 0.0000000000
-3.9824000588, 46.2307847926, 0.0000000000
-3.9869188304, 46.0246674023, 0.0000000000
-3.9869188304, 46.0246674023, 0.0000000000
-3.9860356669, 45.8235658678, 0.0000000000
-3.9860356669, 45.8235658678, 0.0000000000
-3.9695601055, 45.4291030108, 0.0000000000
-3.9695601055, 45.4291030108, 0.0000000000
-3.9551962126, 45.2433713702, 0.0000000000
-3.9551962126, 45.2433713702, 0.0000000000
-3.9372340177, 45.0626528316, 0.0000000000
-3.9372340177, 45.0626528316, 0.0000000000
-3.9160326140, 44.8868942811, 0.0000000000
-3.9160326140, 44.8868942811, 0.0000000000
-3.8883456028, 44.6925779719, 0.0000000000
